,id,from,to,priority,type,shape,length,speed,lane_id,num_lane,from_region,to_region,region
5014,37763706#1,442968324,442968295,4,highway.residential,"7809.97,1646.20 7808.39,1615.76 7804.64,1588.19 7797.92,1559.08 7793.78,1547.64",115.97,13.89,37763706#1_0,1,3,3,3
5015,37763706#2,442968295,442968359,4,highway.residential,"7786.16,1542.20 7767.80,1545.83 7758.17,1545.10 7751.60,1539.72 7726.28,1495.50 7715.41,1488.96",106.06,13.89,37763706#2_0,1,3,3,3
5016,37795336,443338738,443338743,4,highway.residential,"7579.48,1602.66 7689.32,1664.34 7692.99,1664.30 7705.59,1659.27",162.06,13.89,37795336_0,1,3,3,3
5017,37795337#0,773172552,443338737,4,highway.residential,"7665.57,1897.44 7665.15,1888.38 7676.59,1879.39 7693.76,1829.13 7702.99,1785.97 7702.34,1781.00 7696.59,1768.06 7696.20,1764.02 7703.74,1724.66",192.68,13.89,37795337#0_0,1,3,3,3
5018,37795337#2,443338737,443338743,4,highway.residential,"7706.93,1708.41 7713.15,1677.54 7712.80,1666.20",59.34,13.89,37795337#2_0,1,3,3,3
5019,37795337#3,443338743,443338739,4,highway.residential,"7711.96,1651.36 7708.01,1608.81 7704.83,1600.48 7699.03,1593.54 7609.28,1541.79",179.39,13.89,37795337#3_0,1,3,3,3
5020,37795337#4,443338739,443338759,4,highway.residential,"7596.28,1535.20 7581.29,1528.53",24.01,13.89,37795337#4_0,1,3,3,3
5021,37795636,443341182,442968324,4,highway.residential,"7916.31,1671.46 7902.33,1673.51 7835.25,1655.85 7819.09,1654.98",106.61,13.89,37795636_0,1,3,3,3
5022,37795703#0,443341532,443341531,4,highway.residential,"7991.88,1649.45 8077.00,1668.62 8083.36,1667.08 8087.19,1663.78 8089.50,1659.93 8094.25,1633.11 8093.37,1627.24 8047.71,1549.74 8042.59,1545.08 8017.35,1539.03",278.86,13.89,37795703#0_0,1,3,3,3
5023,37831729#0,1820687744,256009293,4,highway.residential,"8583.46,1165.39 8585.56,1156.20 8590.74,1133.63 8598.34,1123.77 8609.57,1119.59 8620.28,1119.87 8637.99,1129.20 8649.81,1138.56 8659.70,1142.37 8677.76,1142.63",137.04,13.89,37831729#0_0,1,3,3,3
5024,37835815#0,88332114,88331839,6,highway.tertiary,"10667.88,3675.56 10671.07,3674.08 10691.02,3663.82",51.65,13.89,37835815#0_0,1,2,2,2
5025,37857688,325115145,472113102,5,highway.unclassified,"4767.93,3520.55 4754.35,3550.30 4742.67,3561.99 4726.07,3571.60 4707.42,3577.94",87.41,13.89,37857688_0,1,1,1,1
5026,37863824#0,444269876,444269884,3,highway.living_street,"10660.81,2274.85 10659.86,2281.86 10661.17,2283.79",25.79,8.33,37863824#0_0,1,2,2,2
5027,37863824#1,444269884,780053955,3,highway.living_street,"10665.03,2296.57 10661.64,2319.24",36.26,8.33,37863824#1_0,1,2,2,2
5028,37863826,317539502,317539407,3,highway.living_street,"10548.87,2264.58 10544.59,2298.84",41.62,8.33,37863826_0,1,2,2,2
5029,37863827,444269884,444269878,3,highway.living_street,"10668.72,2284.57 10669.18,2284.13 10670.46,2276.67",24.34,8.33,37863827_0,1,2,2,2
5030,37863828,444269865,444269875,3,highway.living_street,"10590.00,2271.76 10591.10,2270.64 10592.67,2263.21",25.91,8.33,37863828_0,1,2,2,2
5031,37863851#0,444270717,706244463,3,highway.living_street,"10729.05,2355.85 10723.14,2382.55 10668.65,2366.56",88.48,8.33,37863851#0_0,1,2,2,2
5032,37875057,279637759,279637709,4,highway.residential,"7773.25,2894.45 7772.60,2845.38",56.19,13.89,37875057_0,1,4,4,4
5033,37875613#0,444466601,444466596,3,highway.living_street,"10750.03,2322.53 10763.03,2324.63 10789.20,2328.89 10811.44,2332.01",69.43,8.33,37875613#0_0,1,2,2,2
5034,37880231,444541214,444541215,3,highway.living_street,"10585.73,2222.39 10643.21,2228.27",65.19,8.33,37880231_0,1,2,2,2
5035,37880405,267860512,444544172,4,highway.residential,"9426.81,2221.73 9419.68,2198.49 9409.08,2159.22 9401.63,2124.14 9392.54,2057.86",180.20,8.33,37880405_0,1,3,3,3
5036,37880406#0,267860515,267860512,4,highway.residential,"9504.37,2233.84 9493.60,2236.61 9475.48,2237.73 9434.10,2227.55",83.24,8.33,37880406#0_0,1,3,3,3
5037,37880406#2,267860512,1643958174,4,highway.residential,"9423.83,2224.76 9369.61,2209.04 9360.93,2204.14 9356.09,2200.29 9348.36,2188.44 9341.89,2177.01 9337.30,2166.13 9334.72,2153.87 9330.76,2124.53 9325.77,2086.29 9323.27,2059.95 9322.58,2055.26 9321.30,2046.87",239.95,8.33,37880406#2_0,1,3,3,3
5038,37880407#0,540223023,444544172,4,highway.residential,"9349.41,2054.61 9385.82,2049.85",43.90,8.33,37880407#0_0,1,3,3,3
5039,37880407#1,444544172,540223024,4,highway.residential,"9400.07,2047.95 9435.58,2043.11",43.04,8.33,37880407#1_0,1,3,3,3
5040,37880808,444549234,444549239,12,highway.motorway_link,"11731.67,2092.74 11731.56,2081.15 11728.77,2071.11 11723.17,2062.89",45.88,16.67,37880808_0,1,2,2,2
5041,37880809,444549240,cluster_216491950_446186166_95174695,12,highway.motorway_link,"11767.83,2076.51 11763.28,2077.51 11753.99,2082.53",35.22,16.67,37880809_0,1,2,2,2
5042,37880946#0,444550634,216492087,12,highway.motorway_link,"11864.61,2084.34 11873.41,2081.53 11880.14,2077.54",30.14,16.67,37880946#0_0,1,2,2,2
5043,37880947#0,216492075,cluster_216492078_446186170_447105266,12,highway.motorway_link,"11896.95,2081.47 11895.69,2090.63 11897.15,2096.26",39.87,16.67,37880947#0_0,1,2,2,2
5044,37893909,1553550154,444694674,4,highway.residential,"7016.49,7769.30 7006.29,7715.99 6983.89,7720.67",87.54,13.89,37893909_0,1,8,8,8
5045,37907290,277445307,277445304,4,highway.residential,"8848.69,2271.25 8845.92,2260.31 8843.63,2213.54",64.98,13.89,37907290_0,1,3,3,3
5046,37982043#0,446101542,268019557,4,highway.residential,"9597.04,1789.05 9590.59,1790.97 9557.53,1797.11 9527.38,1799.56",79.02,13.89,37982043#0_0,1,3,3,3
5047,37982571,267857775,267857701,4,highway.residential,"9854.47,2385.14 9876.87,2527.40 9890.88,2594.87",220.62,8.33,37982571_0,1,2,2,2
5048,37986966#0,446160573,446160571,7,highway.secondary,"9282.27,2279.70 9278.55,2282.18 9270.25,2289.62 9265.14,2301.56",43.34,13.89,37986966#0_0,1,3,3,3
5049,37986970#0,95170576,cluster_36132586_446160568,7,highway.secondary,"9268.04,2336.83 9250.01,2294.07 9241.34,2287.40 9229.49,2284.17",96.39,13.89,37986970#0_0,1,3,3,3
5050,37986971#0,cluster_36132586_446160568,446160569,7,highway.secondary,"9215.95,2275.79 9229.83,2270.73 9237.41,2265.56 9245.55,2257.72 9247.47,2254.44",56.67,13.89,37986971#0_0,1,3,3,3
5051,37986973#0,2125238385,446160573,7,highway.secondary,"9257.91,2238.77 9261.18,2251.66 9266.93,2259.77 9273.92,2265.42 9281.14,2269.06",51.80,13.89,37986973#0_0,1,3,3,3
5052,38007899#0,267860515,267860610,4,highway.residential,"9514.24,2236.89 9523.40,2269.60 9531.28,2298.13 9532.32,2302.65 9537.75,2326.21 9545.13,2353.70 9549.36,2369.21 9562.72,2415.07 9573.25,2439.05 9576.35,2446.98 9582.63,2469.35 9587.92,2486.01 9597.91,2511.20",300.77,8.33,38007899#0_0,1,3,4,-1
5053,38045357,cluster_216492078_446186170_447105266,268729493,7,highway.secondary,"11902.80,2102.73 11938.30,2117.24 11978.05,2132.53",102.39,13.89,38045357_0,2,2,2,2
5054,38047217,335757851,335757857,6,highway.tertiary,"11706.72,5559.16 11722.20,5579.44 11725.38,5583.29",42.67,13.89,38047217_0,1,10,10,10
5055,38047218,335757844,335759709,9,highway.primary,"11607.58,5569.66 11589.20,5519.01 11576.19,5495.78",91.91,13.89,38047218_0,2,10,10,10
5056,38047300,cluster_2259778944_447162725_88291085,447162680,6,highway.tertiary,"11948.24,5780.29 11942.39,5783.51 11928.43,5787.98 11925.23,5788.65",45.66,13.89,38047300_0,1,10,10,10
5057,38078743#0,279669417,1629548951,4,highway.residential,"9058.39,1761.74 9084.77,1756.40 9087.22,1755.89 9089.92,1755.33 9093.25,1754.63 9128.54,1745.36",85.73,8.33,38078743#0_0,1,3,3,3
5058,38078743#5,1629548951,cluster_1643958104_1643958110_540863437,4,highway.residential,"9137.67,1742.91 9171.65,1732.82",51.58,8.33,38078743#5_0,1,3,3,3
5059,38243849,335758190,335757851,6,highway.tertiary,"11653.98,5481.33 11654.88,5484.79 11659.89,5495.38 11672.23,5518.64 11698.43,5551.18",94.99,13.89,38243849_0,1,10,10,10
5060,38759309,cluster_254497701_776483579,776483662,7,highway.secondary,"4008.94,8755.75 4066.75,8715.71",75.67,19.44,38759309_0,1,1,1,1
5061,38823394#1,cluster_283400561_283400563,420413567,4,highway.residential,"3906.78,9642.73 3889.42,9625.22 3861.98,9598.38 3841.61,9581.60 3822.95,9572.77",129.26,13.89,38823394#1_0,1,0,0,0
5062,38823394#2,420413567,270563367,4,highway.residential,"3810.62,9568.96 3778.81,9564.80 3729.26,9557.57 3724.17,9557.76",102.50,13.89,38823394#2_0,1,0,0,0
5063,38823402,cluster_283400561_283400563,283400536,4,highway.residential,"3928.74,9653.64 4013.19,9727.56 4033.86,9746.95",160.74,13.89,38823402_0,1,0,0,0
5064,39207741#0,395772894,395772963,4,highway.residential,"9572.40,5750.01 9581.80,5718.49 9589.75,5682.66 9596.58,5636.56 9598.04,5626.51",139.49,13.89,39207741#0_0,1,9,9,9
5065,39207741#1,395772963,1038173881,4,highway.residential,"9600.93,5611.09 9601.39,5608.86 9602.40,5602.23 9606.35,5578.43 9610.93,5554.48",76.44,13.89,39207741#1_0,1,9,9,9
5066,39208394#0,469649923,2813315701,4,highway.residential,"9490.11,5798.46 9497.76,5782.20 9508.80,5772.38",38.95,1.94,39208394#0_0,1,9,9,9
5067,39208402#0,469649961,395772894,4,highway.residential,"9516.23,5900.15 9524.93,5875.13 9534.39,5849.12 9544.84,5819.59 9556.40,5790.65 9560.14,5781.68 9564.59,5770.88",160.19,13.89,39208402#0_0,1,9,9,9
5068,39208403,469649961,469649911,4,highway.residential,"9507.97,5906.76 9465.25,5893.64 9458.12,5891.37 9465.07,5870.58",85.25,1.94,39208403_0,1,9,9,9
5069,39208513,469649911,469653762,4,highway.residential,"9461.39,5863.33 9399.14,5840.79",80.69,1.94,39208513_0,1,9,9,9
5070,39208514,469653762,469653781,4,highway.residential,"9391.99,5844.11 9384.61,5864.00",28.36,1.94,39208514_0,1,9,9,9
5071,39208515,469653762,469653800,4,highway.residential,"9393.81,5829.59 9400.31,5810.93",26.89,1.94,39208515_0,1,9,9,9
5072,39208549#0,469649923,469656007,4,highway.residential,"9481.42,5804.44 9408.51,5778.05 9400.74,5799.90",111.04,1.94,39208549#0_0,1,9,9,9
5073,39208615,551337087,469649961,4,highway.residential,"9502.12,5940.74 9507.13,5926.82 9511.55,5913.76",42.72,13.89,39208615_0,1,9,9,9
5074,39208716,395772894,469658617,4,highway.residential,"9575.96,5772.15 9577.39,5780.53 9549.90,5860.67",107.54,13.89,39208716_0,1,9,9,9
5075,39208863#0,55262236,55262241,3,highway.living_street,"7630.22,7788.33 7629.16,7786.49 7624.17,7774.94 7639.64,7770.46 7641.25,7769.89",42.30,2.78,39208863#0_0,1,6,6,6
5076,39208863#1,55262241,cluster_55262244_55262245,3,highway.living_street,"7645.86,7762.66 7644.72,7756.31 7644.36,7745.91",36.04,2.78,39208863#1_0,1,6,6,6
5077,39208863#4,cluster_55262244_55262245,55262250,3,highway.living_street,"7641.46,7721.92 7639.95,7716.15 7637.46,7704.14 7634.48,7688.94",52.71,2.78,39208863#4_0,1,6,6,6
5078,39742133#0,476453324,476656682,4,highway.residential,"8574.90,2407.38 8584.41,2404.20 8594.99,2400.77 8605.51,2395.56 8664.06,2348.71 8668.59,2346.18 8673.73,2344.45 8733.34,2334.73",187.12,8.33,39742133#0_0,1,3,3,3
5079,39827677#0,477431747,477431753,4,highway.residential,"10896.81,1896.31 10883.64,1896.09 10876.37,1904.31 10871.47,1921.79",52.63,8.33,39827677#0_0,1,2,2,2
5080,39827677#1,477431753,cluster_477431761_477431765,4,highway.residential,"10865.34,1934.38 10857.35,1943.59",30.10,8.33,39827677#1_0,1,2,2,2
5081,39827677#3,cluster_477431761_477431765,477431767,4,highway.residential,"10857.95,1969.97 10854.34,1989.88",42.80,8.33,39827677#3_0,1,2,2,2
5082,39827677#4,477431767,477431769,4,highway.residential,"10852.06,2004.23 10849.27,2025.07",35.51,8.33,39827677#4_0,1,2,2,2
5083,39827677#5,477431769,477431772,4,highway.residential,"10847.71,2039.50 10845.89,2061.79 10848.33,2079.43",57.77,8.33,39827677#5_0,1,2,2,2
5084,39827680,477431763,477431753,4,highway.residential,"10910.29,1931.69 10875.83,1930.95",42.59,8.33,39827680_0,1,2,2,2
5085,39827681,477431764,cluster_477431761_477431765,4,highway.residential,"10902.17,1965.46 10864.27,1964.79",50.33,8.33,39827681_0,1,2,2,2
5086,39827683,477431766,477431767,4,highway.residential,"10894.93,2000.08 10859.06,1999.02",43.61,8.33,39827683_0,1,2,2,2
5087,39827685,477431768,477431769,4,highway.residential,"10883.63,2034.59 10854.25,2034.11",36.98,8.33,39827685_0,1,2,2,2
5088,39827692,477431775,cluster_477431761_477431765,4,highway.residential,"10766.92,1950.89 10813.92,1943.66 10847.04,1944.91",99.82,8.33,39827692_0,1,2,2,2
5089,39895650,268024709,cluster_267859712_268021902,3,highway.living_street,"9807.34,1884.29 9788.15,1786.84 9787.43,1768.94",133.46,2.78,39895650_0,1,3,3,3
5090,39895654,478891214,255739979,4,highway.residential,"9757.32,2050.75 9749.23,1952.36 9749.14,1951.53",104.81,13.89,39895654_0,1,2,2,2
5091,4044270#0,55209455,267276268,9,highway.primary,"9990.86,9030.02 9994.33,9034.28 10073.06,9144.58 10083.03,9158.56",169.66,13.89,4044270#0_0,2,5,5,5
5092,40750448,1555695189,1555695190,4,highway.residential,"4642.69,9301.10 4735.99,9372.57",124.53,13.89,40750448_0,1,0,0,0
5093,41453273,281248335,255726920,4,highway.residential,"9193.85,1193.00 9190.72,1175.80 9190.11,1167.93",32.65,13.89,41453273_0,1,3,3,3
5094,41822471#0,339139393,516461826,4,highway.residential,"5713.35,8623.57 5710.75,8673.30 5713.95,8688.82 5745.70,8671.41",127.63,13.89,41822471#0_0,1,8,8,8
5095,41983481,420179269,2353506100,4,highway.residential,"3040.66,2317.40 3028.82,2311.48 2990.63,2371.28 2982.37,2377.12",103.94,13.89,41983481_0,1,11,11,11
5096,42071255#0,256575545,252905039,4,highway.residential,"9252.28,9429.84 9303.39,9480.04 9310.97,9487.85 9318.71,9496.95 9380.44,9566.60",194.22,8.33,42071255#0_0,1,5,5,5
5097,42264819#0,527073669,1741950456,4,highway.residential,"4595.44,8812.23 4632.13,8770.72",69.68,13.89,42264819#0_0,1,1,1,1
5098,42264819#2,1741950456,1741950450,4,highway.residential,"4641.66,8759.89 4664.24,8734.08",48.80,13.89,42264819#2_0,1,1,1,1
5099,42264819#3,1741950450,527073673,4,highway.residential,"4674.47,8723.96 4696.28,8704.09 4714.91,8688.09",70.18,13.89,42264819#3_0,1,1,1,1
5100,42264819#4,527073673,1412973642,4,highway.residential,"4716.12,8676.88 4703.27,8653.25 4705.07,8640.60 4706.54,8639.19",52.11,13.89,42264819#4_0,1,1,1,1
5101,42264819#5,1412973642,527073676,4,highway.residential,"4717.02,8629.39 4734.78,8613.35",38.74,13.89,42264819#5_0,1,1,1,1
5102,43064060,cluster_339136688_539488325,339136693,4,highway.residential,"4814.25,8817.62 4815.97,8808.92 4820.71,8784.55 4827.55,8765.96 4839.36,8749.03 4858.58,8731.72",115.55,13.89,43064060_0,1,1,1,1
5103,43119322#0,540214117,1942454751,4,highway.residential,"9814.83,1957.50 9824.80,2073.48 9825.68,2077.93",128.70,13.89,43119322#0_0,1,2,2,2
5104,43120717,1643958174,1643958173,4,highway.residential,"9319.28,2044.13 9317.59,2031.81",21.15,8.33,43120717_0,1,3,3,3
5105,43122463#0,88306788,280688401,4,highway.residential,"7620.59,9842.42 7528.88,9790.03 7524.70,9787.84",128.24,8.33,43122463#0_0,1,8,8,8
5106,43122463#2,280688401,60639488,4,highway.residential,"7511.90,9780.78 7459.80,9750.48 7345.14,9673.05",212.94,8.33,43122463#2_0,1,8,8,8
5107,43122463#3,60639488,cluster_280688461_280688463_60639484,4,highway.residential,"7333.21,9665.09 7312.48,9651.43",46.53,8.33,43122463#3_0,1,8,8,8
5108,43518914#0,60642692,549255369,4,highway.residential,"9167.90,8353.41 9166.36,8356.90 9169.60,8373.37 9176.89,8392.43 9183.11,8404.26",73.28,13.89,43518914#0_0,1,6,6,6
5109,43518915#0,252899533,244439142,6,highway.tertiary,"8742.61,9356.74 8749.22,9344.16 8780.31,9289.03 8803.94,9252.25 8817.82,9232.72 8829.23,9218.69 8845.76,9200.49 8853.00,9194.09",211.59,13.89,43518915#0_0,1,5,5,5
5110,43518915#2,244439142,60639394,6,highway.tertiary,"8863.61,9184.15 8869.18,9178.60 8888.16,9162.11 8911.91,9143.81 8934.87,9128.08 8962.47,9108.64 9035.45,9057.65 9043.61,9051.93",237.77,13.89,43518915#2_0,1,5,5,5
5111,43518915#4,60639394,244437305,6,highway.tertiary,"9055.49,9043.69 9062.49,9038.91 9072.12,9031.85 9096.06,9015.75 9145.14,8981.60 9160.59,8969.46 9173.38,8958.25 9187.41,8944.45 9220.81,8910.16 9245.58,8883.87 9245.80,8883.59",263.44,13.89,43518915#4_0,1,5,5,5
5112,43518916#0,60634541,295345214,6,highway.tertiary,"8689.96,9439.83 8681.73,9432.80 8668.55,9422.91 8652.45,9413.43 8637.55,9406.46 8617.44,9399.19 8552.32,9382.29 8504.05,9365.69 8436.94,9345.58 8306.04,9295.20 8291.19,9289.74",436.99,19.44,43518916#0_0,1,5,5,5
5113,43518917#0,60639307,379470323,7,highway.secondary,"7743.57,9322.09 7736.99,9340.14 7720.03,9386.66 7707.15,9425.79 7703.59,9443.03",148.26,13.89,43518917#0_0,2,8,8,8
5114,43518917#2,379470323,280688348,7,highway.secondary,"7700.83,9457.02 7698.98,9466.97 7699.25,9470.73 7701.34,9499.73 7703.20,9530.54 7705.35,9552.42 7704.67,9565.16 7703.02,9579.74 7698.56,9595.90 7686.70,9629.39 7677.08,9655.52",217.32,13.89,43518917#2_0,2,8,8,8
5115,43518917#4,280688348,88306788,7,highway.secondary,"7672.80,9671.49 7651.83,9789.02 7637.70,9839.07",188.29,13.89,43518917#4_0,2,8,8,8
5116,43518920#0,1741950203,776483692,7,highway.secondary,"4295.16,8255.35 4291.15,8246.22 4276.80,8225.81 4253.99,8195.32 4244.22,8184.28 4227.65,8166.26 4199.88,8142.51 4164.09,8111.66 4126.20,8073.51 4115.50,8060.52 4111.71,8056.46",286.05,13.89,43518920#0_0,2,1,1,1
5117,43518921#1,360354701,426912647,7,highway.secondary,"3738.71,7099.05 3739.50,7075.88",36.96,13.89,43518921#1_0,2,1,1,1
5118,43518921#2,426912647,426932544,7,highway.secondary,"3740.08,7061.33 3749.98,6844.51 3748.72,6817.93 3750.76,6555.99",527.45,13.89,43518921#2_0,2,1,1,1
5119,43518921#4,426932544,2141369818,7,highway.secondary,"3750.75,6538.26 3749.30,6489.86 3747.76,6459.36 3746.71,6423.81",128.59,13.89,43518921#4_0,2,1,1,1
5120,43518921#6,2141369818,295643965,7,highway.secondary,"3747.72,6408.79 3749.09,6398.59",23.01,13.89,43518921#6_0,2,1,1,1
5121,43520294,344222634,344222637,4,highway.residential,"6375.19,10267.48 6329.14,10361.37",119.01,13.89,43520294_0,1,8,8,8
5122,43520295#0,51553481,cluster_280707054_280707059_280707060_51553572,7,highway.secondary,"5960.93,9794.87 5966.92,9787.46 5983.58,9763.65 6014.48,9724.83 6035.13,9701.76 6051.01,9685.59 6066.71,9668.99 6081.32,9651.66 6100.25,9632.28 6116.70,9616.13 6136.61,9595.72 6154.14,9577.78 6169.92,9560.48 6176.92,9553.10 6190.38,9537.61 6205.53,9522.21 6215.41,9509.27 6233.00,9491.31 6246.37,9473.45 6262.35,9457.18 6278.74,9438.62 6315.01,9402.13 6364.97,9337.56 6398.89,9297.96 6420.47,9271.68 6429.79,9260.34 6462.98,9220.29 6478.05,9200.03 6515.28,9152.01 6551.86,9100.30 6579.11,9066.47 6624.93,9011.24 6658.77,8970.51 6694.97,8926.66 6728.95,8886.38 6746.60,8867.73 6785.20,8825.69 6821.41,8784.93 6855.69,8745.01 6876.60,8714.14",1439.58,13.89,43520295#0_0,2,8,8,8
5123,43520297#0,88306788,251074166,7,highway.secondary,"7631.48,9856.89 7554.27,10046.58 7516.70,10162.84 7502.55,10206.41 7490.68,10242.97 7479.83,10272.68 7440.70,10377.62 7422.53,10427.00 7415.74,10447.64 7406.55,10481.24 7402.26,10499.52 7391.56,10554.46 7389.82,10563.44",765.22,13.89,43520297#0_0,2,8,8,8
5124,43520298#0,cluster_280688461_280688463_60639484,280711264,4,highway.residential,"7291.82,9638.75 7269.13,9619.44 7246.92,9597.44 7228.04,9578.91 7220.23,9572.50 7212.55,9566.88 7205.32,9561.99 7197.49,9557.57 7188.53,9553.93 7177.78,9551.10 7173.52,9550.18",171.96,8.33,43520298#0_0,1,8,8,8
5125,43520298#1,280711264,60637346,4,highway.residential,"7159.19,9547.08 7155.90,9546.36 7118.82,9538.87 7096.32,9532.51 7077.26,9521.59 7037.43,9489.49 7009.34,9459.23",187.04,8.33,43520298#1_0,1,8,8,8
5126,43520299,280688443,280688447,4,highway.residential,"7302.66,9480.47 7292.40,9485.92 7282.66,9504.46",39.79,13.89,43520299_0,1,8,8,8
5127,43520300#0,280688441,60639443,4,highway.residential,"7345.77,9364.25 7344.45,9363.67 7324.05,9354.58 7307.31,9346.25 7286.24,9334.62",80.90,13.89,43520300#0_0,1,8,8,8
5128,43520300#1,60639443,60639449,4,highway.residential,"7273.61,9327.69 7232.64,9305.33 7210.77,9295.90",84.10,13.89,43520300#1_0,1,8,8,8
5129,43520300#2,60639449,cluster_280688484_931710497,4,highway.residential,"7197.35,9289.87 7171.55,9277.93 7142.28,9268.05 7106.43,9246.80",118.71,13.89,43520300#2_0,1,8,8,8
5130,43520300#4,cluster_280688484_931710497,cluster_280688490_379512471,4,highway.residential,"7099.94,9232.73 7103.88,9220.95 7116.04,9208.92 7118.98,9205.69 7159.04,9171.89",101.22,13.89,43520300#4_0,1,8,8,8
5131,43521455#0,60694353,1546911948,4,highway.residential,"9854.72,9467.18 9955.08,9575.15 10008.25,9631.04",239.08,8.33,43521455#0_0,1,5,5,5
5132,43521455#2,1546911948,1546911973,4,highway.residential,"10018.10,9641.52 10166.31,9800.99",233.30,8.33,43521455#2_0,1,5,5,5
5133,43521457#0,60635954,60635948,6,highway.tertiary,"10043.49,10024.03 10038.42,10025.43 10034.27,10027.46 10028.11,10031.69 10025.10,10034.04 10011.39,10044.74 9998.46,10055.15 9983.53,10068.50 9950.91,10101.21",136.38,13.89,43521457#0_0,1,5,5,5
5134,43521458#0,310010521,60642692,4,highway.residential,"9200.04,8393.88 9191.37,8379.65 9174.48,8352.92",65.47,13.89,43521458#0_0,1,6,6,6
5135,43521458#1,60642692,1210390051,4,highway.residential,"9164.82,8337.91 9075.98,8202.70",177.37,13.89,43521458#1_0,1,6,6,6
