,id,from,to,priority,type,shape,length,speed,lane_id,num_lane,from_region,to_region,region
2468,-8094072#1,60642679,60642678,4,highway.residential,"8800.21,8082.81 8834.69,8060.10",48.65,13.89,-8094072#1_0,1,6,6,6
2469,-8094073,60642680,60642678,4,highway.residential,"8861.14,8093.45 8844.08,8064.54",40.93,13.89,-8094073_0,1,6,6,6
2470,-8101162#0,cluster_1596348853_60694280,60694315,4,highway.residential,"9605.94,9837.72 9569.32,9814.05 9549.31,9799.65 9535.16,9788.09 9522.42,9775.48 9489.39,9741.18 9479.97,9732.05",182.45,8.33,-8101162#0_0,1,5,5,5
2471,-8101162#2,60694271,cluster_1596348853_60694280,4,highway.residential,"9700.27,9907.65 9669.53,9882.37 9657.17,9873.63 9654.24,9871.21 9640.04,9860.75 9622.86,9849.07",114.84,8.33,-8101162#2_0,1,5,5,5
2472,-8101162#3,1310404106,60694271,4,highway.residential,"9814.56,10003.35 9813.39,10002.38 9711.97,9917.37",148.51,8.33,-8101162#3_0,1,5,5,5
2473,-8101162#5,60635948,1310404106,4,highway.residential,"9937.68,10101.62 9935.24,10099.91 9915.48,10086.02 9902.32,10075.47 9825.66,10012.52",158.21,8.33,-8101162#5_0,1,5,5,5
2474,-8101165#3,650741338,60635864,4,highway.residential,"9311.17,9884.01 9262.83,9933.96 9216.74,9978.76 9201.74,9993.34 9163.40,10033.28 9140.94,10058.08 9128.39,10074.99 9122.92,10083.92 9118.08,10093.35 9112.53,10107.21 9111.56,10109.46",316.35,8.33,-8101165#3_0,1,5,5,5
2475,-8101165#5,60695362,650741338,4,highway.residential,"9383.29,9813.74 9346.92,9848.74 9321.51,9873.80",100.50,8.33,-8101165#5_0,1,5,5,5
2476,-8101165#6,60694315,60695362,4,highway.residential,"9471.55,9732.32 9393.70,9803.94",120.43,8.33,-8101165#6_0,1,5,5,5
2477,-8101168#1,60694290,60694286,4,highway.residential,"9484.60,10020.78 9510.43,9996.46 9545.79,9963.15",98.44,8.33,-8101168#1_0,1,5,5,5
2478,-8101168#3,60694295,60694290,4,highway.residential,"9326.43,10002.03 9345.16,10024.54 9367.81,10041.26 9407.63,10070.43 9412.84,10073.93 9415.71,10074.98 9419.30,10075.54 9423.16,10075.08 9425.12,10074.38 9427.77,10073.44 9432.12,10070.23 9454.16,10049.77 9474.15,10030.69",201.71,8.33,-8101168#3_0,1,5,5,5
2479,-8101169,1202973734,60694290,4,highway.residential,"9385.97,9937.44 9476.25,10020.53",130.24,8.33,-8101169_0,1,5,5,5
2480,-8101170#1,60694286,60694288,4,highway.residential,"9558.56,9962.30 9579.71,9979.58 9605.21,9999.65 9607.02,10006.29",72.43,8.33,-8101170#1_0,1,5,5,5
2481,-8101170#2,60694284,60694286,4,highway.residential,"9527.56,9933.93 9547.96,9953.00",42.70,8.33,-8101170#2_0,1,5,5,5
2482,-8101170#3,60694322,60694284,4,highway.residential,"9408.44,9825.66 9516.98,9924.18",153.59,8.33,-8101170#3_0,1,5,5,5
2483,-8101171#0,60694282,1545573126,4,highway.residential,"9687.06,9770.93 9699.88,9760.58",23.71,8.33,-8101171#0_0,1,5,5,5
2484,-8101171#2,cluster_1596348853_60694280,60694282,4,highway.residential,"9620.79,9836.78 9622.52,9834.46 9633.91,9817.11 9641.84,9808.61 9675.96,9780.05",94.33,8.33,-8101171#2_0,1,5,5,5
2485,-8101172,60694282,60694312,4,highway.residential,"9676.70,9772.01 9605.54,9681.48 9568.55,9644.66",180.39,8.33,-8101172_0,1,5,5,5
2486,-8101173,60694313,60694314,3,highway.living_street,"9612.57,9744.18 9578.51,9709.12 9542.27,9671.30",106.95,2.78,-8101173_0,1,5,5,5
2487,-8101174#1,60695356,60695362,3,highway.living_street,"9199.91,9672.64 9263.54,9703.59 9291.72,9719.20 9314.40,9734.47 9334.51,9752.01 9383.44,9801.29",240.63,2.78,-8101174#1_0,1,5,5,5
2488,-8101175#0,60695356,60695330,4,highway.residential,"9194.93,9663.56 9211.49,9635.73 9238.63,9607.45",87.47,8.33,-8101175#0_0,1,5,5,5
2489,-8101175#1,60695354,60695356,4,highway.residential,"9153.79,9733.32 9187.47,9676.17",80.61,8.33,-8101175#1_0,1,5,5,5
2490,-8101175#2,60695355,60695354,4,highway.residential,"9129.26,9783.45 9133.65,9768.58 9146.54,9745.86",48.61,8.33,-8101175#2_0,1,5,5,5
2491,-8101176#1,60695354,cluster_60695333_931597690,4,highway.residential,"9144.38,9738.24 9134.55,9732.99 9109.34,9717.34 9082.24,9702.24 9067.13,9692.00 9049.82,9677.37 9038.64,9663.97 9027.68,9647.59 9019.84,9631.18 9013.89,9610.41 9009.85,9591.78 9008.28,9565.68 9009.77,9549.60 9012.77,9533.37 9015.52,9522.20",293.78,8.33,-8101176#1_0,1,5,5,5
2492,-8101176#2,650741338,60695354,4,highway.residential,"9308.83,9873.73 9256.92,9825.44 9207.61,9780.66 9186.49,9764.15 9156.93,9745.53",214.33,8.33,-8101176#2_0,1,5,5,5
2493,-8101178,252905039,60694326,4,highway.residential,"9380.86,9578.87 9371.20,9591.43 9368.98,9594.54 9361.53,9606.33 9361.25,9608.07",51.04,8.33,-8101178_0,1,5,5,5
2494,-8101220#0,60697322,60694269,4,highway.residential,"9798.40,9878.37 9774.33,9857.20",47.12,8.33,-8101220#0_0,1,5,5,5
2495,-8101220#2,1603338016,60697322,4,highway.residential,"9904.63,9991.59 9909.07,9985.51 9913.30,9979.62 9914.13,9977.38 9913.80,9976.28 9809.37,9887.84",164.94,8.33,-8101220#2_0,1,5,5,5
2496,-8101221,60697322,60697328,4,highway.residential,"9808.30,9875.21 9811.79,9869.54 9812.68,9866.97 9812.37,9863.61 9811.11,9861.23 9797.27,9838.86",58.65,13.89,-8101221_0,1,5,5,5
2497,-8101223#3,1597397220,1310404106,4,highway.residential,"9799.37,10094.12 9801.48,10063.85 9801.74,10060.15 9803.21,10039.02 9804.10,10033.31 9804.35,10031.63 9806.07,10025.01 9810.22,10017.82 9815.30,10011.38",99.85,13.89,-8101223#3_0,1,5,5,5
2498,-8101223#4,565419729,1597397220,4,highway.residential,"9788.96,10200.93 9798.16,10108.53",99.88,13.89,-8101223#4_0,1,5,5,5
2499,-8101225#0,1546911922,60694353,4,highway.residential,"9766.25,9403.11 9814.10,9441.62 9842.21,9457.48",109.45,8.33,-8101225#0_0,1,5,5,5
2500,-8101225#3,1546911898,1546911922,4,highway.residential,"9663.90,9317.93 9679.40,9331.00 9708.25,9354.82 9755.09,9393.96",133.22,8.33,-8101225#3_0,1,5,5,5
2501,-8101225#7,1545534382,1546911898,4,highway.residential,"9570.25,9237.83 9583.64,9250.22 9623.63,9285.71 9648.04,9305.20 9652.76,9308.89",123.01,8.33,-8101225#7_0,1,5,5,5
2502,-8101225#8,244437433,1545534382,4,highway.residential,"9521.30,9186.84 9560.26,9227.96",70.65,8.33,-8101225#8_0,1,5,5,5
2503,-8101225#9,60694359,244437433,4,highway.residential,"9369.70,9020.19 9461.00,9119.89 9511.43,9176.12",218.48,8.33,-8101225#9_0,1,5,5,5
2504,-8101226#0,60694362,60694364,4,highway.residential,"9468.84,8900.05 9492.10,8870.44 9516.45,8839.38",92.49,8.33,-8101226#0_0,1,5,5,5
2505,-8101226#1,60694360,60694362,4,highway.residential,"9437.60,8935.98 9459.78,8910.90",47.81,8.33,-8101226#1_0,1,5,5,5
2506,-8101226#2,2728508192,60694360,4,highway.residential,"9363.66,9015.39 9428.00,8946.54",101.54,8.33,-8101226#2_0,1,5,5,5
2507,-8101227#0,1546911840,60694379,4,highway.residential,"9538.66,8805.22 9554.01,8780.41 9579.84,8739.98 9603.41,8708.82 9622.35,8688.38",158.38,8.33,-8101227#0_0,1,5,5,5
2508,-8101227#1,60694364,1546911840,4,highway.residential,"9525.03,8827.27 9531.02,8817.58",25.90,8.33,-8101227#1_0,1,5,5,5
2509,-8101228#1,60694375,60694364,4,highway.residential,"9420.59,8872.59 9427.26,8870.20 9433.86,8862.76 9447.52,8844.80 9459.15,8826.41 9472.34,8807.00 9479.33,8802.03 9485.76,8803.72 9491.67,8810.44 9500.40,8819.60 9511.81,8828.09 9515.49,8829.39",147.02,8.33,-8101228#1_0,1,5,5,5
2510,-8101229,60694363,60694362,4,highway.residential,"9546.17,8985.39 9470.02,8912.69",112.60,8.33,-8101229_0,1,5,5,5
2511,-8101230,60694361,60694360,4,highway.residential,"9509.12,9019.48 9438.20,8948.59",107.59,8.33,-8101230_0,1,5,5,5
2512,-8101300#2,60639309,60639341,4,highway.residential,"8901.20,8921.22 8899.06,8923.85 8887.86,8939.52 8884.92,8947.41 8885.59,8957.46 8891.50,8967.32 8911.53,8984.04 8918.66,8989.66 8932.30,9000.31 8938.75,9002.26 8944.91,9001.42 8954.32,8997.22 8967.25,8988.34 8982.20,8977.68 8991.73,8972.53",191.39,13.89,-8101300#2_0,1,5,5,5
2513,-8101301,60639344,60639322,4,highway.residential,"8952.62,8943.28 9000.98,8893.05",77.34,13.89,-8101301_0,1,5,5,5
2514,-8101302#2,60639341,60639394,4,highway.residential,"9003.60,8975.65 9040.25,9032.10 9046.67,9040.93 9047.61,9042.25",94.06,13.89,-8101302#2_0,1,5,5,5
2515,-8101303#1,60639322,60639341,4,highway.residential,"9013.45,8893.58 9021.16,8903.24 9027.11,8911.82 9030.66,8918.95 9032.21,8926.00 9032.16,8932.44 9030.88,8940.95 9027.87,8948.29 9024.26,8953.72 9015.40,8960.77 9005.08,8968.02",103.34,13.89,-8101303#1_0,1,5,5,5
2516,-8101303#2,379710975,60639322,4,highway.residential,"8972.43,8857.47 8979.40,8858.89 8990.40,8866.74 9003.43,8882.45",54.84,13.89,-8101303#2_0,1,5,5,5
2517,-8101303#3,60639309,379710975,4,highway.residential,"8908.02,8908.74 8910.69,8906.01 8918.95,8896.80 8949.96,8861.48 8957.99,8857.72",84.37,13.89,-8101303#3_0,1,5,5,5
2518,-8101306#1,252899533,60634541,6,highway.tertiary,"8738.70,9370.94 8730.22,9386.79 8714.34,9415.82 8703.50,9434.97 8702.22,9437.44",91.07,13.89,-8101306#1_0,1,5,5,5
2519,-8132936#4,244437892,55209455,9,highway.primary,"9834.62,8804.15 9853.88,8831.03 9885.09,8878.19 9939.64,8958.21 9948.08,8970.11 9963.37,8991.10 9990.79,9029.93",282.81,19.44,-8132936#4_0,2,5,5,5
2520,-8132936#5,429162186,244437892,9,highway.primary,"9735.92,8658.96 9802.69,8757.72 9826.46,8792.52",167.76,19.44,-8132936#5_0,2,6,5,-1
2521,-8177290#1,cluster_1556009199_1556009205_2269364828_2269364830_340185422,cluster_160086_340185418,7,highway.secondary,"11540.81,8817.17 11632.61,9064.88",289.61,13.89,-8177290#1_0,2,7,7,7
2522,-81960028#0,256014676,320332159,4,highway.residential,"9267.44,1106.17 9199.51,1016.58 9166.24,972.27 9153.95,955.99",195.71,13.89,-81960028#0_0,1,3,3,3
2523,-81960028#8,255738714,256014676,4,highway.residential,"9482.54,1407.07 9472.53,1392.78 9465.35,1382.40 9448.41,1357.11 9441.62,1347.41 9437.65,1341.99 9418.63,1315.18 9411.31,1304.99 9374.34,1253.89 9280.44,1124.22 9276.01,1117.90",369.61,13.89,-81960028#8_0,1,3,3,3
2524,-81965124#3,288216732,332792061,7,highway.secondary,"9562.77,3320.71 9576.33,3348.90 9580.79,3357.46 9589.25,3373.08 9612.98,3418.32",127.11,13.89,-81965124#3_0,2,4,4,4
2525,-81965124#4,95170568,288216732,7,highway.secondary,"9485.05,3150.83 9556.64,3307.64",188.26,13.89,-81965124#4_0,2,4,4,4
2526,-81965124#6,95172661,95170568,7,highway.secondary,"9390.18,2738.99 9390.94,2837.69 9402.73,2919.82 9430.15,3012.10 9478.35,3135.26 9479.22,3137.41",430.16,13.89,-81965124#6_0,2,4,4,4
2527,-81970001#1,931625622,cluster_1000814381_1316121845_2155911446_280948373_280948375_280948377_280948382_55272118_55272119_724225321,6,highway.tertiary,"8832.04,7459.44 8839.52,7455.24 8851.78,7446.26 8856.44,7442.19",58.64,13.89,-81970001#1_0,1,6,6,6
2528,-81970001#3,55272107,931625622,6,highway.tertiary,"8746.73,7504.16 8773.18,7486.25 8814.31,7468.95 8819.31,7466.34",97.08,13.89,-81970001#3_0,1,6,6,6
2529,-81970001#5,55272091,55272107,6,highway.tertiary,"8629.73,7664.77 8631.24,7662.51 8657.74,7622.56 8722.53,7528.02 8734.74,7514.47",197.42,13.89,-81970001#5_0,1,6,6,6
2530,-81970001#8,1545224874,55272091,6,highway.tertiary,"8542.10,7784.94 8545.27,7781.18 8610.03,7694.70 8621.74,7676.87",147.25,13.89,-81970001#8_0,1,6,6,6
2531,-81970010,280951951,cluster_1000814381_1316121845_2155911446_280948373_280948375_280948377_280948382_55272118_55272119_724225321,7,highway.secondary,"8919.71,7354.07 8889.41,7412.42",93.45,13.89,-81970010_0,2,6,6,6
2532,-81973200#0,931625623,cluster_1000814379_1585848132_2156306303_280951885_280951892_280951893_280951896_280951898_60640942,9,highway.primary,"9129.33,7784.81 9144.06,7804.86",57.19,13.89,-81973200#0_0,2,6,6,6
2533,-81973200#2,60642647,931625623,9,highway.primary,"9070.21,7705.42 9120.17,7773.01 9120.48,7773.39",98.30,13.89,-81973200#2_0,2,6,6,6
2534,-81973200#3,280948383,60642647,9,highway.primary,"9024.62,7641.44 9047.24,7670.88 9064.35,7697.00",79.62,13.89,-81973200#3_0,2,6,6,6
2535,-81973200#5,412310616,280948383,9,highway.primary,"8920.08,7496.34 9016.25,7629.41",179.29,13.89,-81973200#5_0,2,6,6,6
2536,-81973201#0,279298356,cluster_1000814379_1585848132_2156306303_280951885_280951892_280951893_280951896_280951898_60640942,6,highway.tertiary,"9284.40,7834.05 9181.88,7831.03",137.74,13.89,-81973201#0_0,1,6,6,6
2537,-81973205#2,60640941,cluster_1000814379_1585848132_2156306303_280951885_280951892_280951893_280951896_280951898_60640942,7,highway.secondary,"9031.37,7843.90 9045.04,7834.72 9062.70,7831.09 9125.17,7827.58",125.11,13.89,-81973205#2_0,2,6,6,6
2538,-81974522,850614922,cluster_221596725_486485,9,highway.primary,"10435.98,9669.50 10417.88,9644.04",34.66,19.44,-81974522_0,2,7,7,7
2539,-81974523,cluster_221596725_486485,850614714,9,highway.primary,"10414.27,9638.58 10368.02,9573.20",83.49,19.44,-81974523_0,2,7,7,7
2540,-81974524,850614817,850614922,9,highway.primary,"10531.74,9803.13 10436.17,9669.76",164.37,19.44,-81974524_0,2,7,7,7
2541,-81975138,cluster_160072_82992819,850614817,9,highway.primary,"10564.55,9850.85 10531.84,9803.29",61.77,19.44,-81975138_0,2,7,7,7
2542,-81975139,850614651,cluster_160072_82992819,9,highway.primary,"10583.00,9878.15 10568.82,9857.39",29.20,19.44,-81975139_0,2,7,7,7
2543,-81975143#3,cluster_1387525941_160075_300844714,850614651,9,highway.primary,"10925.54,10366.39 10721.39,10081.43 10712.41,10068.90 10630.32,9945.66 10583.20,9878.43",616.01,19.44,-81975143#3_0,2,7,7,7
2544,-82246266#1,317083208,317082637,4,highway.residential,"9880.55,2095.51 9881.01,2098.58 9882.67,2108.64 9895.34,2173.16",86.66,13.89,-82246266#1_0,1,2,2,2
2545,-82306537#3,1741950203,776483662,7,highway.secondary,"4305.96,8265.70 4316.60,8297.86 4326.02,8333.20 4327.88,8354.96 4328.87,8366.61 4328.98,8392.04 4327.45,8415.36 4320.57,8447.04 4313.62,8470.17 4299.66,8505.31 4291.66,8522.68 4275.70,8550.45 4253.76,8578.66 4238.14,8595.82 4201.86,8630.16 4172.49,8650.09 4124.87,8682.42 4068.71,8718.25",571.93,19.44,-82306537#3_0,1,1,1,1
2546,-82306538,cluster_1547037188_776483618,776483623,7,highway.secondary,"3790.06,8935.09 3766.35,8960.30",39.37,19.44,-82306538_0,1,1,1,1
2547,-82306740,cluster_254497701_776483579,776483590,7,highway.secondary,"4001.88,8763.94 3974.08,8783.15",39.19,19.44,-82306740_0,1,1,1,1
2548,-83484728,560103408,568542862,4,highway.residential,"3386.22,10146.27 3305.65,10081.40",109.61,13.89,-83484728_0,1,0,0,0
2549,-83484735,568542857,560103410,4,highway.residential,"3355.94,10029.38 3433.58,10101.25",113.31,13.89,-83484735_0,1,0,0,0
2550,-84488623#1,255998406,255998402,4,highway.residential,"10629.55,2661.02 10558.32,2647.29 10488.26,2630.57 10459.46,2623.63 10401.12,2608.42",249.39,8.33,-84488623#1_0,1,2,2,2
2551,-84488623#2,318142531,255998406,4,highway.residential,"10672.72,2669.96 10643.61,2663.85",44.08,8.33,-84488623#2_0,1,2,2,2
2552,-84488623#6,255734027,318142531,4,highway.residential,"10974.61,2737.44 10901.87,2723.55 10883.37,2719.18 10864.34,2714.47 10802.44,2699.47 10710.70,2678.40 10686.74,2673.01",306.89,8.33,-84488623#6_0,1,2,2,2
2553,-8579224,60642664,60642649,4,highway.residential,"8920.74,7754.01 8916.70,7821.79",81.03,8.33,-8579224_0,1,6,6,6
2554,-8580043,60694326,60694315,4,highway.residential,"9362.06,9619.83 9363.13,9622.04 9395.09,9653.11 9422.29,9676.93 9471.39,9719.83",161.74,8.33,-8580043_0,1,5,5,5
2555,-8584992#1,60940970,60940967,9,highway.primary,"2675.25,9191.91 2904.96,9340.84 3032.75,9425.32 3105.32,9490.50 3174.74,9560.44",622.16,13.89,-8584992#1_0,2,0,0,0
2556,-89045531#4,344295510,279298356,6,highway.tertiary,"9421.76,7840.87 9416.12,7840.59 9406.25,7839.85 9396.73,7839.39 9387.90,7839.17 9371.57,7838.82 9298.89,7834.68",137.94,13.89,-89045531#4_0,1,7,6,-1
2557,-89431069#2,591223317,221521890,7,highway.secondary,"5476.10,5012.27 5264.12,5276.58 5215.90,5336.71 5195.39,5362.27 4781.12,5888.35 4664.22,6028.38 4630.05,6056.29 4589.03,6069.32",1393.35,19.44,-89431069#2_0,2,1,1,1
2558,-89667054,395772879,343001020,7,highway.secondary,"9520.46,5976.49 9517.77,5979.72 9479.14,6032.71 9459.07,6072.40 9446.64,6107.87 9434.87,6165.11 9415.66,6263.44 9404.02,6301.83 9364.33,6422.80",487.43,13.89,-89667054_0,2,9,9,9
2559,-89811430,343001020,cluster_1151978447_1555695116_343001018,7,highway.secondary,"9359.63,6434.28 9354.48,6446.43",35.47,13.89,-89811430_0,2,9,9,9
2560,-89950683,256548177,339137247,6,highway.tertiary,"5275.73,9001.97 5253.45,8984.69 5216.86,8955.13 5181.45,8926.54 5171.46,8915.79 5170.31,8914.56",151.04,13.89,-89950683_0,1,8,8,8
2561,-89950687#0,1750346438,270558540,4,highway.residential,"8768.78,5946.00 8759.81,5933.06 8745.90,5915.71",49.72,8.33,-89950687#0_0,1,9,9,9
2562,-90360364#1,878874410,344222699,6,highway.tertiary,"6182.24,9984.26 6257.37,10038.04 6359.69,10108.79",223.37,13.89,-90360364#1_0,1,8,8,8
2563,-90360371#0,344222637,344222727,4,highway.residential,"6331.03,10369.65 6340.90,10376.29 6373.53,10399.27 6410.54,10424.57 6415.16,10427.29 6431.68,10376.48 6453.36,10305.39",247.27,13.89,-90360371#0_0,1,8,8,8
2564,-90360371#1,344222638,344222637,4,highway.residential,"6258.39,10331.27 6318.78,10362.44",81.91,13.89,-90360371#1_0,1,8,8,8
2565,-90360373,344222699,256547994,6,highway.tertiary,"6371.63,10116.68 6437.76,10158.52 6502.85,10195.16",167.84,13.89,-90360373_0,1,8,8,8
2566,-90360377#0,339138861,256548177,6,highway.tertiary,"5404.12,9051.62 5400.33,9052.09 5392.41,9050.85 5384.70,9048.36 5366.64,9041.18 5339.93,9029.87 5296.09,9011.91 5287.90,9008.95",133.30,13.89,-90360377#0_0,1,8,8,8
2567,-90360377#1,255394962,339138861,6,highway.tertiary,"5424.39,9045.71 5417.48,9049.18 5413.01,9050.09",22.92,13.89,-90360377#1_0,1,8,8,8
2568,-90360379,344222639,344222638,4,highway.residential,"6138.39,10271.20 6194.16,10298.07 6245.52,10324.62",134.45,13.89,-90360379_0,1,8,8,8
2569,-90360384#2,256548177,1018942194,6,highway.tertiary,"5278.39,9011.91 5237.33,9051.79 5221.76,9066.90 5190.28,9099.66 5169.87,9130.42 5154.06,9149.77 5151.77,9152.71",202.94,8.33,-90360384#2_0,1,8,0,-1
2570,-90360385#11,60637329,339137929,6,highway.tertiary,"6372.47,8419.19 6352.38,8440.35 6322.24,8457.29 6285.74,8474.97 6189.98,8522.13 6104.92,8561.38 6084.26,8570.69 6035.97,8589.46",391.88,13.89,-90360385#11_0,1,8,8,8
2571,-90360385#13,60634528,60637329,6,highway.tertiary,"6400.45,8386.53 6395.82,8392.70 6382.09,8408.57",43.50,13.89,-90360385#13_0,1,8,8,8
2572,-90360385#2,339137847,339137086,6,highway.tertiary,"5604.26,8849.75 5600.87,8853.05 5592.95,8861.39 5568.48,8884.73 5509.38,8943.71 5490.83,8962.63 5459.40,8999.09",222.46,13.89,-90360385#2_0,1,8,8,8
2573,-90360385#3,339138177,339137847,6,highway.tertiary,"5680.14,8775.75 5614.57,8839.69",106.20,13.89,-90360385#3_0,1,8,8,8
2574,-90360385#4,339684867,339138177,6,highway.tertiary,"5773.37,8715.24 5731.92,8738.08 5691.63,8766.86",111.69,13.89,-90360385#4_0,1,8,8,8
2575,-90360385#5,256548180,339684867,6,highway.tertiary,"5798.47,8701.78 5785.99,8708.41",27.56,13.89,-90360385#5_0,1,8,8,8
2576,-90360385#7,339138706,256548180,6,highway.tertiary,"5946.67,8629.95 5886.36,8659.70 5835.48,8683.73 5811.63,8695.17",165.53,13.89,-90360385#7_0,1,8,8,8
2577,-90360385#8,339137929,339138706,6,highway.tertiary,"6022.54,8594.95 5992.18,8607.88 5959.58,8623.65",84.61,13.89,-90360385#8_0,1,8,8,8
2578,-90430103#2,267276268,267407910,4,highway.residential,"10089.82,9157.90 10144.17,9041.34 10160.22,8988.21 10162.77,8974.35 10169.35,8938.48 10173.61,8903.37",294.69,8.33,-90430103#2_0,1,5,7,-1
2579,-90479802#0,339174304,cluster_1546973823_339137998,4,highway.residential,"5638.46,8327.62 5703.55,8305.12",87.01,13.89,-90479802#0_0,1,8,8,8
2580,-90479802#1,1546973824,339174304,4,highway.residential,"5542.65,8375.29 5625.35,8333.28",106.81,13.89,-90479802#1_0,1,8,8,8
2581,-90479802#2,339173984,1546973824,4,highway.residential,"5462.07,8446.17 5531.42,8383.14",107.71,13.89,-90479802#2_0,1,8,8,8
2582,-90479802#3,1555695180,339173984,4,highway.residential,"5363.01,8513.34 5440.81,8465.47 5451.40,8455.86",121.50,13.89,-90479802#3_0,1,8,8,8
2583,-90479802#5,339137244,1555695180,4,highway.residential,"5206.17,8845.34 5194.19,8834.89 5185.29,8827.12 5182.35,8821.67 5183.40,8813.23 5189.25,8785.91 5194.38,8755.07 5200.05,8720.38 5214.83,8685.36 5230.92,8654.01 5253.11,8623.68 5277.07,8595.84 5295.82,8572.05 5324.28,8538.92 5345.68,8521.91 5348.01,8520.94",400.97,13.89,-90479802#5_0,1,8,8,8
2584,-90479806#0,339180759,cluster_339180755_60637280,6,highway.tertiary,"6657.57,8166.23 6629.70,8169.21 6591.76,8170.09 6550.80,8170.95",129.19,13.89,-90479806#0_0,1,8,8,8
2585,-90479806#3,539013305,339180759,6,highway.tertiary,"6749.73,8136.17 6735.70,8144.29 6717.70,8150.61 6671.52,8163.63",96.41,13.89,-90479806#3_0,1,8,8,8
2586,-90479806#4,339180946,539013305,6,highway.tertiary,"6806.56,8102.88 6765.95,8126.32 6761.97,8128.81",66.06,13.89,-90479806#4_0,1,8,8,8
2587,-90479811,289674642,287703535,4,highway.residential,"4247.32,8732.11 4291.17,8724.17",51.91,13.89,-90479811_0,1,1,1,1
2588,-90479813,426932583,426932577,7,highway.secondary,"3928.79,6257.62 3911.41,6264.19 3876.48,6276.71 3848.00,6288.10 3830.23,6295.88",121.84,13.89,-90479813_0,2,1,1,1
2589,-91026566,cluster_2141366265_51553583_929989344,cluster_280707054_280707059_280707060_51553572,7,highway.secondary,"6985.97,8532.40 6952.01,8583.03 6929.28,8631.20 6916.20,8658.64 6906.52,8680.30 6898.91,8695.90",215.86,13.89,-91026566_0,2,8,8,8
2590,-91757249#0,1546911866,256572452,4,highway.residential,"9985.54,9173.71 10050.52,9258.12",121.73,8.33,-91757249#0_0,1,5,5,5
2591,-91757249#2,244437891,1546911866,4,highway.residential,"9766.88,8871.80 9869.33,9015.75 9976.92,9162.25",373.53,8.33,-91757249#2_0,1,5,5,5
2592,-91757249#3,1546911837,244437891,4,highway.residential,"9693.11,8773.50 9757.44,8858.89",122.01,8.33,-91757249#3_0,1,5,5,5
2593,-91757249#4,60694379,1546911837,4,highway.residential,"9634.81,8689.28 9684.80,8761.98",103.11,8.33,-91757249#4_0,1,5,5,5
2594,-91757249#5,1546911835,60694379,4,highway.residential,"9582.75,8621.72 9604.22,8644.59 9626.58,8677.29",77.29,8.33,-91757249#5_0,1,5,5,5
2595,-91779187#1,288090552,55262450,3,highway.living_street,"7752.31,7778.48 7730.70,7780.08 7707.27,7777.68 7699.91,7776.94 7692.83,7776.05 7682.27,7776.59 7675.81,7778.91 7661.78,7783.18",100.31,2.78,-91779187#1_0,1,6,6,6
2596,-97591488#0,1129796172,1129796184,4,highway.residential,"3910.25,10009.41 3955.20,10005.95",59.30,13.89,-97591488#0_0,1,0,0,0
2597,-97591488#1,1763150267,1129796172,4,highway.residential,"3882.83,10002.30 3883.45,10011.52 3895.89,10010.53",35.30,13.89,-97591488#1_0,1,0,0,0
2598,-97591488#2,1129796172,1763150267,4,highway.residential,"3900.99,10004.49 3900.50,9999.02 3884.27,10000.60",35.36,13.89,-97591488#2_0,1,0,0,0
2599,-97593798#0,1129820649,1129820635,4,highway.residential,"3759.91,10081.72 3772.68,10070.51",24.26,13.89,-97593798#0_0,1,0,0,0
2600,-97593798#1,1129820652,1129820649,4,highway.residential,"3736.81,10101.98 3749.08,10091.21",23.46,13.89,-97593798#1_0,1,0,0,0
2601,-97593799#2,cluster_1129820648_1129820659,1129820665,4,highway.residential,"3805.61,10112.70 3827.21,10126.92 3861.17,10148.42 3892.55,10169.24",123.64,13.89,-97593799#2_0,1,0,0,0
2602,-97593799#3,1129820639,cluster_1129820648_1129820659,4,highway.residential,"3819.46,10089.54 3804.73,10105.16",44.02,13.89,-97593799#3_0,1,0,0,0
2603,-97593801,1129820649,cluster_1129820648_1129820659,4,highway.residential,"3761.59,10091.99 3782.35,10114.69",48.98,13.89,-97593801_0,1,0,0,0
2604,-97593802#1,1129820647,cluster_1129820648_1129820659,4,highway.residential,"3769.08,10134.59 3779.66,10124.78",29.92,13.89,-97593802#1_0,1,0,0,0
2605,-98041787#2,36132594,216507191,5,highway.unclassified,"10359.05,2174.90 10357.20,2170.47 10355.65,2163.82 10356.55,2157.44 10360.39,2149.55 10390.92,2114.81 10434.82,2065.81 10443.51,2050.94 10451.77,2028.46 10458.03,2011.23 10460.08,2006.82",212.22,13.89,-98041787#2_0,1,2,2,2
2606,-98041790,95158870,36132594,7,highway.secondary,"10473.03,2151.77 10407.30,2173.44 10372.57,2185.99",113.36,13.89,-98041790_0,2,2,2,2
2607,-98101420#1,1211226054,267859640,4,highway.residential,"9554.56,2017.35 9554.38,2019.58 9555.22,2034.82 9558.61,2053.94 9561.80,2071.14 9564.02,2082.32 9569.13,2109.85 9573.62,2136.02 9578.74,2165.04 9580.91,2181.02 9583.13,2188.68 9584.25,2190.12",187.18,13.89,-98101420#1_0,1,2,2,2
2608,-98334308,cluster_36132572_507460655_903654277,903654272,9,highway.primary,"7432.76,3225.15 7424.85,3209.89",37.17,13.89,-98334308_0,2,4,4,4
